doc_id,annotator,notes
GT-081,qwen3-8b#r2,El resumen cumple con los componentes IMRyD en orden. La coherencia se puntuó en 4 debido a que la última frase introduce una contradicción entre el resultado de sostenibilidad y la evaluación general. La contextualización se puntuó en 0 porque el resumen comienza directamente con el objetivo sin explicar por qué es importante la evaluación ex post. La consistencia metodológica se puntuó en 3 porque la evaluación de sostenibilidad se califica como 'bueno' y 'malo' lo cual no es coherente con los resultados presentados.
GT-081,qwen3-8b#r3,"El resumen presenta una secuencia lógica y coherente, aunque hay algunas repeticiones de ideas y salto de tema al mencionar los resultados. La metodología está clara con el enfoque cuantitativo y el alcance descriptivo. Los resultados son concretos con porcentajes y calificaciones. La conclusión responde al objetivo, aunque hay un pequeño descuento en la coherencia debido a la repetición de ideas y salto de tema."
GT-082,A1,"Resultados bien organizados en cuatro bloques (primero a por ultimo) con frecuencia y porcentaje en cada dimension. Cierre=0: termina en el cuarto resultado, sin conclusion, y por eso Concl. responde=0. D4=3: asigna la etiqueta de nivel por simple mayoria relativa (compromiso de continuidad se declara 'bueno' con 36,59%) y acompana cada frecuencia de glosas sobre lo que el personal 'siente', que un conteo de niveles no puede sostener."
GT-082,A2,"Cuatro niveles bien ordenados con frecuencias y porcentajes, pero del metodo solo consta n=41 y una encuesta sin nombre ni numero de items: D3 Metodo detallado=0. Se declara 'hipotetico deductiva' sin hipotesis, y cada nivel se interpreta psicologicamente ('emociones ambivalentes') mas alla de lo que un cuestionario de niveles permite. Termina en resultados."
GT-082,gpt-oss-20b#r1,Resumen sin conclusión explícita y sin contextualización; flujo coherente; consistencia alta.
GT-082,gpt-oss-20b#r2,"El resumen no incluye una sección de conclusiones explícita; los resultados se presentan como enumeración de porcentajes. Se considera que la falta de contextualización sobre la importancia del tema reduce el valor de D3_contextualizacion. No se detectan contradicciones entre metodología y resultados, por lo que D4_consistencia se asigna 5."
GT-082,gpt-oss-20b#r3,Conclusión no explícita; se interpreta la última frase como cierre informal.
GT-082,mistral-7b#r2,"El resultado es un porcentaje, pero no se da el total de enfermeras. Por lo tanto, no se puede calcular el nivel de compromiso en el personal de enfermería."
GT-082,mistral-7b#r3,"El objetivo no se declara expresamente, pero el texto implica el análisis del compromiso organizacional"
GT-082,qwen3-8b#r1,"El resumen sigue la secuencia IMRyD y presenta los componentes necesarios. La coherencia es buena, aunque hay algunas repeticiones y frases que podrían mejorar el flujo. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante el estudio. La consistencia metodológica es 3 porque las conclusiones reflejan un nivel de compromiso que no está completamente alineado con los resultados presentados."
GT-082,qwen3-8b#r2,"El resumen presenta una secuencia lógica con los componentes IMRyD. La coherencia es buena, aunque hay algunos saltos leves. La contextualización es nula, ya que el resumen comienza directamente con el objetivo. La metodología es detallada con el tipo de estudio, la muestra y el instrumento. Los resultados son concretos, con porcentajes y categorías. La conclusión responde al objetivo. La consistencia metodológica es moderada, ya que la conclusión menciona niveles de compromiso que no se reflejan claramente en los resultados."
GT-082,qwen3-8b#r3,"El resumen sigue la secuencia IMRyD y presenta todos los componentes. La coherencia es buena, pero hay algunas repeticiones y frases que no fluyen de manera perfecta. La contextualización es cero porque el resumen empieza directamente con el objetivo sin explicar por qué es importante el estudio. La consistencia metodológica es 3 porque las conclusiones mencionan niveles de compromiso sin estar completamente alineadas con los resultados. Los resultados son concretos y detallados."
GT-083,A1,"D2=2: los subporcentajes por sexo dentro de cada categoria no cierran (58,6% y 41,7% suman 100,3; 74,3% y 31,5% suman 105,8), lo que obliga a releer para saber sobre que base esta calculado cada dato. D4=2: una prevalencia de sobrepeso de 76,8% en universitarios de 18 a 35 anos es muy superior a lo esperable y el resumen no la discute; ademas alterna 'poblacion de 155' y 'de la muestra' para el mismo conjunto."
GT-083,A2,"Antropometria con IMC y porcentaje de grasa sobre 155 estudiantes. Los subporcentajes por sexo no cuadran (74,3% y 31,5% suman mas de cien), un 76,8% de sobrepeso en estudiantes de nutricion convive sin discusion con un 59,4% de grasa corporal alta, y usa 'poblacion' y 'muestra' de forma intercambiable."
GT-083,gpt-oss-20b#r1,No contextualization of importance provided.
GT-083,gpt-oss-20b#r3,"Resumen estructurado y coherente; falta contextualización del problema (por ejemplo, importancia de la salud nutricional en estudiantes)."
GT-083,mistral-7b#r2,no se encuentra el término 'IMC' explicado
GT-083,mistral-7b#r3,El estudio no menciona al área de conocimiento. No se menciona la institución.
GT-083,qwen3-8b#r1,"El resumen sigue la secuencia IMRyD correctamente. La coherencia es buena, pero hay un pequeño descuento por la repetición de términos y la falta de conexión entre los resultados y la conclusión. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante evaluar el estado nutricional de los estudiantes de nutrición. La metodología es detallada, con población, porcentaje de género y rango de edad. Los resultados son concretos, con porcentajes y categorías. La conclusión responde al objetivo, pero hay una discordancia en la consistencia metodológica, ya que se menciona sobrepeso y obesidad, pero no se explica cómo se llegó a esas conclusiones."
GT-083,qwen3-8b#r2,"El resumen sigue la secuencia IMRyD y presenta los componentes necesarios. La coherencia es buena, aunque podría mejorar en la conexión entre los resultados y las conclusiones. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar el estado nutricional en estudiantes de nutrición. La consistencia metodológica es moderada porque la conclusión menciona que la mayoría de los estudiantes presentaron sobrepeso y obesidad, lo cual se alinea con los resultados, pero no se explica cómo estos resultados se relacionan con la metodología utilizada."
GT-083,qwen3-8b#r3,"El resumen sigue la secuencia IMRyD correctamente. Sin embargo, la coherencia organizacional se reduce en 1 punto debido a la falta de transiciones claras entre las secciones. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es relevante el estudio. La consistencia metodológica se reduce en 1 punto debido a que la conclusión menciona un alto nivel de grasa corporal sin mencionar si esto está respaldado por los resultados."
GT-084,A1,"Conclusion cuidadosa y diferenciada: sostiene relacion con IMC y PAB/E y la niega con T/E, distinguiendo segun el valor p de cada contraste. REVISADO de 3 a 4: nombrar Rho de Spearman sin reportar coeficientes es imprecision de reporte; el ajuste entre diseno correlacional, resultados y conclusion es correcto."
GT-084,A2,"Muestreo probabilistico estratificado y antropometria completa. Reporta valores p de cada relacion pero ningun coeficiente Rho pese a declararlo, y los porcentajes citados son celdas sueltas de tablas cruzadas que no permiten seguir la asociacion."
GT-084,gpt-oss-20b#r1,"Los valores de p están incompletos (falta el número antes de la coma), pero no afectan la coherencia ni la consistencia del resumen."
GT-084,gpt-oss-20b#r2,"Se observa ausencia de contextualización de la importancia del estudio; los p‑values presentan formato irregular (ej. "",000"")."
GT-084,gpt-oss-20b#r3,"El texto presenta ""p valor de ,000"" y "",533"" sin cifra inicial; se interpretó como 0.000 y 0.533, sin afectar la evaluación. "
GT-084,mistral-7b#r1,No se explica por qué importa el estado nutricional ni qué problema resuelve el estudio
GT-084,qwen3-8b#r1,"El resumen sigue la secuencia IMRyD correctamente. La coherencia es buena, aunque hay una ligera aspereza en la transición entre los resultados y las conclusiones. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar este tema. La consistencia metodológica es 3 porque la conclusión menciona una relación significativa con el IMC y el PAB/E, pero no se explica claramente cómo los resultados respaldan esta conclusión."
GT-084,qwen3-8b#r2,"El resumen presenta una secuencia lógica (objetivo → metodología → resultados → conclusiones), cumpliendo con la estructura IMRyD. La coherencia organizacional es buena, pero se podría mejorar con una mejor conexión entre los resultados y las conclusiones. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué el tema es importante. La metodología es detallada, ya que se menciona el diseño, la muestra y el instrumento utilizado. Los resultados son concretos, ya que se reportan porcentajes y valores numéricos. La conclusión responde al objetivo, ya que se menciona la relación entre el consumo de comida rápida y el estado nutricional. La consistencia metodológica es moderada, ya que las conclusiones se basan en los resultados, pero se podría mejorar al mencionar más claramente la relación entre las variables."
GT-084,qwen3-8b#r3,"El resumen sigue la secuencia IMRyD correctamente. Sin embargo, la coherencia se ve afectada por la mención de p valores sin especificar el estadístico exacto. La conclusión responde al objetivo, pero hay una ligera incoherencia en la interpretación de los resultados."
GT-085,A1,"Diagnostico bien anclado en normativa (Ley 29783, D.S. 024-2016-EM y D.S. 023-2017-EM) con un resultado concreto: 24,70% de cumplimiento. D4=2: el cierre afirma que 'se ha realizado la implementacion y actualizacion del sistema de gestion', pero no se reporta ninguna medicion posterior que permita verificar la mejora, y el diseno declarado es descriptivo transeccional, incompatible con evaluar una intervencion."
GT-085,A2,"Diagnostico normativo bien anclado (Ley 29783, D.S. 024-2016-EM) con un cumplimiento del 24,70%. El diseno declarado es no experimental y descriptivo, pero la conclusion reporta una implementacion y actualizacion del sistema, es decir una intervencion que ni estaba en el metodo ni fue evaluada; tampoco informa muestra."
GT-085,gpt-oss-20b#r1,"Resumen sin encabezados estructurados, pero cumple todas las funciones informativas."
GT-085,gpt-oss-20b#r2,"Contextualización incluye ubicación, empresa y normativa de seguridad; conclusión responde al objetivo y se alinea con la metodología; flujo coherente sin contradicciones."
GT-085,gpt-oss-20b#r3,Resumen cumple claramente la estructura IMRyD; no se detectan contradicciones entre metodología y resultados.
GT-085,mistral-7b#r2,"La empresa es una Corporación Minera, no se especifica que se trata de una tesis doctoral."
GT-085,mistral-7b#r3,"El objetivo no se contextualiza, aunque no afecta a la puntuación"
GT-085,qwen3-8b#r1,"El resumen presenta una secuencia lógica y coherente, aunque la frase final ""por tanto, requería la mejora"" introduce una ligera ambigüedad en la conclusión. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué el tema es relevante."
GT-085,qwen3-8b#r2,"El resumen presenta una secuencia lógica (objetivo → metodología → resultados → conclusiones). La coherencia organizacional es 3, ya que el texto tiene un flujo general, pero presenta algunas repeticiones y saltos menores. La contextualización es 0, ya que el resumen comienza directamente con el objetivo sin explicar por qué es relevante el sistema de gestión de seguridad. La consistencia metodológica es 3, ya que la conclusión menciona la implementación de mejoras basadas en las normativas, lo cual está alineado con los resultados, pero no se profundiza en la coherencia entre los datos presentados y las conclusiones."
GT-085,qwen3-8b#r3,"El resumen presenta una secuencia lógica (objetivo → metodología → resultados → conclusiones), pero no explica por qué el sistema de gestión de seguridad es importante para la empresa. La metodología es detallada con enfoque, diseño y técnicas de recolección de datos. Los resultados son concretos con porcentajes. La conclusión responde al objetivo. La coherencia es 4 por un salto entre el diagnóstico y la implementación."
GT-086,A1,"Resultados=0: no informa ningun criterio judicial, que era lo buscado. D4=1: la conclusion no guarda relacion con el objetivo; tras anunciar que identificara los criterios de los jueces para fijar el monto indemnizatorio, cierra afirmando que los conductores provocan accidentes que danan la salud y la vida. Ademas define el enfoque mixto como 'cualitativo para el analisis y cuantitativo para la presentacion de resultados', que no es la distincion entre ambos. Metodo detallado=0: cinco tecnicas enumeradas, incluida 'busqueda en internet', sin corpus ni muestra."
GT-086,A2,Abre con el titulo entrecomillado y cierra con una generalidad sobre los conductores que no guarda relacion con el objetivo de identificar los criterios de los jueces: D3 Concl. responde=0. No reporta ningun criterio hallado y enumera 'busqueda en internet' entre los instrumentos.
GT-086,gpt-oss-20b#r1,"Resumen carece de resultados concretos y de una conclusión explícita; la última frase describe el contexto pero se presenta después de una declaración de conclusión sin contenido, lo que afecta la coherencia y el orden lógico."
GT-086,gpt-oss-20b#r2,"Resumen menciona conclusión pero no la detalla, tampoco presenta resultados concretos, lo que provoca falta de cierre y coherencia entre declaración y contenido."
GT-086,gpt-oss-20b#r3,"Objective, methodology, and contextualization present; however no results or explicit conclusion were provided, leading to a minor consistency issue. The flow is moderately coherent, but the abrupt shift after the incomplete conclusion reduces coherence."
GT-086,mistral-7b#r2,"El objetivo se encuentra implícito pero inequívoco (ver caso 11.2), el resultado se encuentra presente pero no es concreto (ver caso 11.4) y la conclusión es suelta. No hay metodología explícita en el resumen, por lo que la D3_metodo_detallado es 0. La D4_consistencia es 3 porque el resumen describe conductores de diferentes vehículos en un solo grupo."
GT-086,mistral-7b#r3,"El término 'conductores' no está especificado en el resumen. Se refiere a personas que manejan autobuses, microbuses, automóviles, motocicletas, taxis y mototaxis"
GT-086,qwen3-8b#r1,"El resumen menciona el objetivo de identificar los criterios utilizados por los Jueces Penales para establecer el monto indemnizatorio, lo que cumple con el objetivo. La metodología se describe como un enfoque mixto con métodos cualitativos y cuantitativos, lo que se considera suficiente para asignar 1. Los resultados no se comunican concretamente, solo se mencionan los instrumentos utilizados. Las conclusiones no se presentan explícitamente, por lo que se asigna 0. La coherencia es 3 debido a que el texto fluye, pero hay saltos y repeticiones. La contextualización es 0 porque el resumen no explica por qué importa el tema. El método detallado se asigna 1 debido a la descripción de los métodos utilizados. Los resultados concretos son 0 porque no se presentan hallazgos específicos. La conclusión responde es 0 porque no se presenta una conclusión explícita. La consistencia metodológica es 2 debido a que se mencionan métodos pero no se presentan resultados que respalden las conclusiones."
GT-086,qwen3-8b#r2,"El resumen presenta una metodología mixta con encuestas, entrevistas, acceso a registros documentales, observación y búsqueda en internet, lo cual cumple con el criterio de metodología detallada. Sin embargo, no se reportan resultados concretos ni conclusiones que respondan al objetivo. La coherencia organizacional es media debido a la falta de fluidez entre las secciones. La consistencia metodológica es media debido a la falta de resultados concretos que respalden las conclusiones."
GT-086,qwen3-8b#r3,"El resumen menciona el objetivo de identificar los criterios usados por los jueces penales para establecer el monto indemnizatorio, lo cual cumple con el objetivo. La metodología se describe como un enfoque mixto con métodos cualitativos y cuantitativos, lo cual se considera suficiente para el campo D1_imryd_metodologia. Los resultados no se comunican de manera concreta, por lo que D1_imryd_resultados y D3_resultados_concretos son 0. Las conclusiones no son claras ni responden al objetivo, por lo que D1_imryd_conclusiones y D3_conclusion_responde son 0. La coherencia es 3 debido a que el texto fluye pero hay saltos y redundancias. La consistencia metodológica es 2 debido a que las conclusiones no reflejan adecuadamente los resultados."
GT-087,A1,"D2=2: las conclusiones forman un unico periodo con subordinadas encadenadas que obliga a releer. Metodo detallado=0 y concretos=0: la muestra es 'la bibliografia relacionada al tema' y la tecnica 'el analisis de la informacion recabada', sin corpus, normas identificadas ni casos. D4=2: el titulo y el objetivo situan el estudio en el Centro Poblado de La Rinconada y el diseno no recoge nada de ese lugar, de modo que las conclusiones prescriptivas no proceden de evidencia reportada."
GT-087,A2,"El estudio se anuncia sobre un centro poblado concreto pero la muestra declarada es solo 'la bibliografia relacionada al tema', sin corpus normativo, periodo ni criterios: D3 Metodo detallado=0. No hay resultados y las conclusiones son propuestas de politica criminal sin base en el material analizado."
GT-087,gpt-oss-20b#r2,"Resumen cumple IMRyD con objetivo, metodología y conclusiones. Sin resultados cuantitativos ni contexto detallado; coherencia buena (4) y consistencia perfecta."
GT-087,gpt-oss-20b#r3,Contextualización presente aunque no se menciona explícitamente la importancia; resultados carecen de cifras o categorías concretas.
GT-087,mistral-7b#r1,No hay resultados concretos
GT-087,mistral-7b#r2,"Este resumen está en prosa corrida, no es estructurado. La D1 está ausente porque el objetivo no está explícitamente enunciado, aunque se infiere de los resultados. Los otros campos no tienen contenido concreto para evaluarlos."
GT-087,mistral-7b#r3,no se comunica que se halló nada
GT-087,qwen3-8b#r1,"El resumen presenta los cuatro componentes canónicos en orden. La coherencia organizacional se califica en 3 debido a que el texto se entiende pero cuesta, con saltos de tema y repeticiones. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin situar el problema. La consistencia metodológica se califica en 3 debido a que la conclusión menciona alternativas preventivas y medidas educativas, lo cual es coherente con el enfoque cualitativo y descriptivo del estudio."
GT-087,qwen3-8b#r2,"El objetivo está explícito y delimitado. La metodología se describe como cualitativa, con enfoque jurídico descriptivo. Los resultados se refieren a identificaciones de medidas normativas, lo cual es un hallazgo. Las conclusiones responden al objetivo, indicando que la solución no es la criminalización, sino alternativas preventivas. La coherencia organizacional es 3 debido a que hay saltos de tema y algunas frases inconexas. La completitud de componentes es 1, ya que se incluye contextualización, metodología detallada, resultados concretos y conclusiones que responden. La consistencia metodológica es 3 debido a que las conclusiones sugieren alternativas preventivas que no se derivan directamente de los resultados."
GT-087,qwen3-8b#r3,"El resumen presenta los cuatro componentes canónicos en orden y con claridad. Sin embargo, en la dimensión 2 (coherencia organizacional), se detecta un salto temático al pasar de la metodología a las conclusiones, lo que reduce la puntuación a 3. En la dimensión 3, aunque se menciona que se identificaron medidas normativas, no se dan datos concretos, lo que hace que los campos D3_contextualizacion, D3_metodo_detallado y D3_resultados_concretos valgan 0. En la dimensión 4, la conclusión menciona que la solución no pasa por la criminalización, lo cual contradice la idea de que se identificaron medidas normativas, lo que reduce la puntuación a 3."
GT-088,A1,"Reporte completo: 188 de poblacion, 75 de muestra, pre y post, alfa de 80% y contraste (Zc = -16,80 frente a Zt = -1,96). D4=2: diseno preexperimental de un solo grupo con conclusion de efectividad sin grupo de control; ademas los niveles previos (17% deficiente y 64% regular) dejan un 19% sin informar, y un Zc de -16,80 con 75 casos es una magnitud que el resumen no comenta."
GT-088,A2,"Preexperimental con pre y post, poblacion y muestra declaradas y confiabilidad reportada. Se concluye efectividad sin grupo de control, los porcentajes previos (17% y 64%) no suman cien y el estadistico Zc=-16,80 es desproporcionado para 75 casos."
GT-088,gpt-oss-20b#r1,Resumen no contextualiza el problema; comienza directamente con el objetivo.
GT-088,gpt-oss-20b#r2,"El resumen presenta objetivo, metodología, resultados y conclusiones claramente, siguiendo el orden IMRyD. Se considera que falta contextualización porque no explica la importancia o el motivo de estudiar primeros auxilios en comuneros, solo presenta la población. La coherencia se calificó como impecable (5) debido a la fluidez lineal; aunque la enumeración de datos en la misma oración puede generar una ligera abrupta, se mantuvo la máxima puntuación. La consistencia metodológica es 5, sin contradicciones entre lo declarado y lo presentado. No se identificaron casos límite que requirieran observaciones adicionales."
GT-088,gpt-oss-20b#r3,"The objective and methodology are combined in the first sentence, but overall flow is coherent."
GT-088,qwen3-8b#r1,"El resumen sigue la secuencia IMRyD correctamente. La coherencia es buena, aunque podría mejorar con una transición más fluida entre los resultados y la conclusión. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante el tema. La consistencia metodológica es 3 porque la conclusión afirma que la sesión educativa es efectiva, lo cual está respaldado por los resultados, pero la interpretación podría ser más precisa."
GT-088,qwen3-8b#r2,"El resumen sigue la secuencia IMRyD y presenta los componentes necesarios. La coherencia es buena, aunque podría mejorar en la conexión entre los resultados y la conclusión. La metodología está detallada con el diseño, la muestra y la técnica utilizada. Los resultados son concretos con porcentajes y la conclusión responde al objetivo planteado. Sin embargo, la consistencia metodológica es moderada debido a que la conclusión afirma la efectividad de la sesión educativa basándose en los resultados, pero no se menciona explícitamente la prueba estadística completa."
GT-088,qwen3-8b#r3,"El resumen sigue la secuencia IMRyD correctamente. Sin embargo, la coherencia organizacional se reduce en un punto debido a la mención de porcentajes sin dar detalles adicionales. La conclusión responde al objetivo planteado. En cuanto a la consistencia metodológica, la prueba Zc = -16.80 < Zt = -1.96 confirma la hipótesis, lo cual es coherente con los resultados."
GT-089,A1,"D2=3: reproduce el titulo en mayusculas, la interrogante y el objetivo casi con las mismas palabras, y arrastra 'Tarace' por Taraco. Metodo detallado=0 y concretos=0: no hay poblacion, muestra, instrumento ni diseno, y el unico resultado es que existe influencia significativa, sin estadistico, valor p ni porcentaje. D4=2: afirma influencia significativa apoyandose en un 'analisis multivariado' que nunca se especifica."
GT-089,A2,"Repite el titulo en mayusculas, luego la interrogante y luego el objetivo, casi con las mismas palabras. No describe diseno, poblacion, muestra ni instrumento: la unica mencion metodologica es 'haciendo uso del analisis multivariado' dentro de la conclusion, de ahi D1 Metodologia=0. Afirma influencia significativa sin reportar modelo ni estadistico."
GT-089,gpt-oss-20b#r1,Repetición del objetivo; resultados sin magnitud.
GT-089,gpt-oss-20b#r2,"Resumen presenta objetivo, método y resultado de manera explícita, pero la conclusión es un simple repetición del resultado y la contextualización es mínima. La coherencia es buena con ligero exceso de redundancia. Se considera consistencia moderada."
GT-089,gpt-oss-20b#r3,"El resumen carece de detalles metodológicos (no se indica diseño, muestra, instrumentos ni procedimientos concretos). No se contextualiza el problema ni se explica por qué la influencia del monitoreo es relevante. Los resultados se expresan como ""influencia significativa"" sin cifras ni pruebas estadísticas. Debido a la ausencia de metodología, la consistencia metodológica (D4) no se puede evaluar; por eso se marca no_evaluable=1 y D4_consistencia=null."
GT-089,mistral-7b#r2,"no hay enunciado explícito del objetivo, los resultados se refieren a una prueba de hipótesis general y no al resultado del monitoreo y acompañamiento, no hay conclusión explícita"
GT-089,qwen3-8b#r1,"El resumen sigue la secuencia IMRyD y presenta los componentes necesarios. La coherencia es buena, aunque podría mejorar en la conexión entre las partes. La contextualización es cero porque el resumen comienza directamente con el objetivo. La metodología es detallada, los resultados son concretos y la conclusión responde al objetivo. La consistencia metodológica es 3 porque la conclusión menciona una influencia significativa, pero no se especifica si se cumple con los resultados obtenidos."
GT-089,qwen3-8b#r2,"El resumen presenta los cuatro componentes canónicos en orden. La coherencia es buena, aunque podría mejorar con una mejor transición entre las secciones. La contextualización es nula, ya que el resumen comienza directamente con el objetivo. El método es detallado, ya que se menciona el análisis multivariado. Los resultados son concretos, ya que se menciona la prueba de hipótesis y el análisis multivariado. La conclusión responde al objetivo, ya que se menciona la influencia significativa del monitoreo y acompañamiento en el desempeño de los docentes. La consistencia metodológica es moderada, ya que se menciona el análisis multivariado, pero no se especifica más detalle sobre el método utilizado."
GT-089,qwen3-8b#r3,"El resumen sigue la secuencia IMRyD y presenta cada componente. La coherencia es alta, aunque podría mejorar en la transición entre la metodología y los resultados. La contextualización es baja ya que el resumen comienza directamente con el objetivo. La consistencia metodológica es moderada, ya que la conclusión menciona influencia significativa sin detallar la prueba estadística utilizada."
GT-090,A1,"D2=2: buena parte del texto son definiciones de manual sobre que es un estudio cuantitativo, no experimental y transversal, en lugar de informacion del estudio. D4=1: reporta una correlacion DIRECTA entre burnout y desempeno (Rho = 0,461) sin advertir que contradice el sentido teorico del constructo, y la conclusion llega a recomendar que 'mientras la institucion mantenga niveles aceptables de burnout, el desempeno sera satisfactorio'. Ademas el titulo fecha el estudio en 2021 y el objetivo en 2022."
GT-090,A2,"La mitad del resumen son definiciones de manual sobre que es un estudio cuantitativo, correlacional y no experimental, y el hilo del estudio se pierde. El titulo fija 2021 y el objetivo 2022. La interpretacion es incoherente: de una correlacion positiva entre burnout y desempeno (Rho=0,461) concluye que 'mientras la institucion mantenga niveles aceptables de burnout, el desempeno sera satisfactorio'."
GT-090,gpt-oss-20b#r1,Repetitive but coherent; no contextualization of problem.
GT-090,gpt-oss-20b#r2,"Resumen carece de contextualización explícita (motivo de estudio) pero cumple con los demás criterios; flujo es coherente, con ligera repetición entre objetivo y conclusión."
GT-090,gpt-oss-20b#r3,"Objetivo repetido, conclusión implica causalidad aunque diseño correlacional."
GT-090,mistral-7b#r2,D3_contextualizacion: no se sitúa el problema
GT-090,mistral-7b#r3,D3_contextualizacion = 0 debido a que el resumen arranca directamente por el objetivo y no sitúa el problema
GT-090,qwen3-8b#r1,"El resumen presenta una secuencia lógica y coherente, aunque la descripción de la metodología es general y no incluye detalles específicos sobre el instrumento de recolección. Los resultados se presentan con un coeficiente de correlación (Rho = 0.461), lo cual se considera un resultado concreto. La conclusión responde al objetivo enunciado, aunque se menciona una relación directa y significativa sin profundizar en las implicaciones."
GT-090,qwen3-8b#r2,"El resumen cumple con los componentes IMRyD y su orden. La coherencia se califica en 3 debido a que la estructura del texto no es muy fluida y hay un salto de tema al mencionar la muestra. La contextualización es 0 porque el resumen no explica por qué es importante estudiar la relación entre el síndrome de burnout y el desempeño laboral. La consistencia metodológica se califica en 3 porque la conclusión menciona una correlación significativa, pero no se explica claramente cómo los resultados apoyan esta conclusión."
GT-090,qwen3-8b#r3,"El resumen presenta una secuencia lógica con los componentes IMRyD. La coherencia se valora en 4 debido a que la frase final menciona una correlación directa y significativa, pero no se explica claramente cómo se llegó a esa conclusión. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar la relación entre el síndrome de burnout y el desempeño laboral. La completitud de componentes es 1, ya que se mencionan los resultados concretos y la conclusión responde al objetivo. La consistencia metodológica se valora en 3 porque la conclusión menciona una correlación directa y significativa (Rho = 0.461), pero no se explica claramente cómo se llegó a esa conclusión."
GT-091,A1,"Resumen de proyecto redactado en futuro ('se realizaran estudios', 'sera implementado un prototipo para validar los resultados'), sin resultados ni conclusiones. Contexto=0: no situa lugar ni poblacion. Metodo detallado=0: anuncia simulaciones con modelos matematicos sin software, parametros ni protocolo. D4=2: afirma en presente y como hecho consumado que el frenado regenerativo prolonga la bateria y aumenta la autonomia, justo lo que el prototipo anunciado deberia validar."
GT-091,A2,"Proyecto: la simulacion y el prototipo se enuncian en futuro, por lo que no hay resultados ni conclusiones. Da por establecido el efecto que aun debe demostrar, al afirmar que el frenado regenerativo prolonga la bateria y aumenta la autonomia antes de haber simulado o construido nada."
GT-091,gpt-oss-20b#r1,Resumen sin resultados concretos ni conclusión; D1_resultados y D1_conclusiones 0; D4_consistencia 5 por ausencia de contradicciones.
GT-091,gpt-oss-20b#r2,No se reportan resultados concretos; se valoró la consistencia (D4) como perfecta porque no hay contradicciones.
GT-091,gpt-oss-20b#r3,Resumen sin resultados cuantificados ni conclusión; contextualización insuficiente.
GT-091,mistral-7b#r1,No se menciona el cuarto cuadrante de operación para el modo regenerativo
GT-091,mistral-7b#r2,D1_resultados y D3_resultados_concretos están vacíos porque el resumen no comunicó hallazgos concretos; debe haber cifras o magnitudes concretas para obtener 1 en estos campos
GT-091,mistral-7b#r3,La metodología no se menciona en el resumen
GT-091,qwen3-8b#r1,"El resumen describe el objetivo y la metodología, pero no presenta resultados concretos ni conclusiones que respondan al objetivo. La coherencia es buena, pero hay una falta de detalles en los resultados y conclusiones."
GT-091,qwen3-8b#r2,"El resumen menciona el objetivo de estudio y la metodología, pero no presenta resultados concretos ni conclusiones que respondan al objetivo. La coherencia es buena, pero se penaliza por la ausencia de resultados concretos y conclusiones. La consistencia metodológica es buena, pero se descuenta por la ausencia de resultados concretos."
GT-091,qwen3-8b#r3,"El resumen describe el objetivo y la metodología de manera clara. Sin embargo, no se mencionan resultados concretos ni conclusiones que respondan al objetivo. La coherencia es buena, pero se podría mejorar con una mejor conexión entre las secciones. La consistencia metodológica es buena, pero se podría mejorar al mencionar más detalles sobre los resultados obtenidos."
GT-092,A1,"Resultados=0: lo que presenta como resultado ('dando como resultado la satisfaccion de la necesidad cultural y formativa de los usuarios, fortaleciendo su identidad cultural e integracion social') es el beneficio esperado de una propuesta que aun no existe, no un hallazgo. Metodo detallado=0: 'metodologia tipo descriptivo' y criterios de diseno enunciados en futuro. D4=2: ningun diseno descriptivo puede sostener efectos de identidad e integracion social."
GT-092,A2,"Frases mal construidas ('carece de espacios o areas ludicas que no permite la interaccion'). La metodologia se agota en 'tipo descriptivo' y lo que presenta como resultado es la satisfaccion de necesidades que el proyecto deberia producir, no un hallazgo obtenido."
GT-092,gpt-oss-20b#r1,Metodología muy breve (solo tipo descriptivo) y ausencia de conclusión; resultados cualitativos sin cifras.
GT-092,gpt-oss-20b#r2,"Objetivo y metodología claros, pero falta conclusión; método detallado insuficiente (solo tipo descriptivo)."
GT-092,gpt-oss-20b#r3,"Objetivo y metodología declarados, pero metodología muy poco detallada (solo “tipo descriptivo”) y resultados no concretos (no cifras ni indicadores). La sección de conclusiones está ausente; la frase final se interpreta como resultado, no como conclusión independiente. Flujo coherente, sin contradicciones internas."
GT-092,mistral-7b#r1,No hay metodología detallada
GT-092,mistral-7b#r3,Se ha tenido que aplicar el principio de la sección 4 con especial cuidado en este caso
